employee_id,month,q_workload,q_alignment,q_recognition,q_growth,comment_text,sentiment_compound,survey_mean,engagement_score,engagement_band
78,2023-11,3,4,3,5,"Communication is fine, some delays",0.2023,3.75,0.6615949999999999,Moderate
78,2023-12,3,3,3,4,Tools are adequate for my tasks,0.2263,3.25,0.577695,Moderate
78,2024-01,1,3,4,3,Struggling with work-life balance,-0.4215,2.75,0.39302499999999996,Low
78,2024-02,3,3,3,2,Frequent reorganizations causing confusion,-0.296,2.75,0.41184999999999994,Moderate
78,2024-03,4,3,2,3,Processes are okay but could be improved,0.6808,3.0,0.60212,Moderate
78,2024-04,4,4,4,4,Team celebrates wins together,0.8126,4.0,0.7968899999999999,High
78,2024-05,4,3,3,4,"Communication is fine, some delays",0.2023,3.5,0.617845,Moderate
78,2024-06,3,3,3,3,"Communication is fine, some delays",0.2023,3.0,0.530345,Moderate
78,2024-07,3,5,1,1,Poor recognition and slow decisions,-0.4767,2.5,0.34099499999999994,Low
78,2024-08,5,3,4,3,Standard benefits and compensation,0.3818,3.75,0.6885199999999999,Moderate
78,2024-09,4,3,4,5,Manager provides regular feedback,0.0,4.0,0.6749999999999999,Moderate
78,2024-10,2,4,4,2,Workload is manageable most weeks,0.0,3.0,0.5,Moderate
78,2024-11,4,4,3,2,Workload is manageable most weeks,0.0,3.25,0.54375,Moderate
78,2024-12,4,5,3,2,Processes are okay but could be improved,0.6808,3.5,0.68962,Moderate
78,2025-01,2,5,3,1,Too many meetings and unclear priorities,-0.25,2.75,0.41874999999999996,Moderate
78,2025-02,4,4,2,3,Tools are adequate for my tasks,0.2263,3.25,0.577695,Moderate
78,2025-03,2,3,4,2,Lack of growth opportunities,0.4404,2.75,0.5223099999999999,Moderate
78,2025-04,3,4,2,3,Some projects more interesting than others,0.4576,3.0,0.56864,Moderate
78,2025-05,3,3,3,3,Workload is manageable most weeks,0.0,3.0,0.5,Moderate
78,2025-06,3,3,4,4,Getting used to new systems,0.0,3.5,0.5875,Moderate
78,2025-07,3,4,4,4,Team dynamic is stable,0.5859,3.75,0.719135,High
78,2025-08,2,3,4,4,Tools are adequate for my tasks,0.2263,3.25,0.577695,Moderate
78,2025-09,4,1,5,3,Tools are adequate for my tasks,0.2263,3.25,0.577695,Moderate
79,2023-10,4,3,3,5,Getting used to new systems,0.0,3.75,0.63125,Moderate
79,2023-11,3,5,2,3,Hybrid schedule works most of the time,0.0,3.25,0.54375,Moderate
79,2023-12,4,3,4,2,Some projects more interesting than others,0.4576,3.25,0.61239,Moderate
79,2024-01,2,4,3,4,Tools are adequate for my tasks,0.2263,3.25,0.577695,Moderate
79,2024-02,2,5,4,3,Getting used to new systems,0.0,3.5,0.5875,Moderate
79,2024-03,5,4,3,3,Processes are okay but could be improved,0.6808,3.75,0.73337,High
79,2024-04,3,4,3,1,Too many meetings and unclear priorities,-0.25,2.75,0.41874999999999996,Moderate
79,2024-05,3,3,2,3,Poor recognition and slow decisions,-0.4767,2.75,0.38474499999999995,Low
79,2024-06,4,4,3,3,Getting used to new systems,0.0,3.5,0.5875,Moderate
79,2024-07,5,4,4,3,Excellent work-life balance here,0.5719,4.0,0.7607849999999998,High
79,2024-08,3,4,4,3,Getting used to new systems,0.0,3.5,0.5875,Moderate
79,2024-09,3,4,3,2,Getting used to new systems,0.0,3.0,0.5,Moderate
79,2024-10,4,4,2,3,Hybrid schedule works most of the time,0.0,3.25,0.54375,Moderate
79,2024-11,5,3,5,2,Standard benefits and compensation,0.3818,3.75,0.6885199999999999,Moderate
79,2024-12,5,3,3,4,"Communication is fine, some delays",0.2023,3.75,0.6615949999999999,Moderate
79,2025-01,5,4,4,4,Strong leadership and transparent communication,0.5106,4.25,0.7953399999999999,High
79,2025-02,4,3,4,4,Standard benefits and compensation,0.3818,3.75,0.6885199999999999,Moderate
79,2025-03,5,3,5,3,Strong leadership and transparent communication,0.5106,4.0,0.75159,High
79,2025-04,3,5,2,3,Some projects more interesting than others,0.4576,3.25,0.61239,Moderate
79,2025-05,4,3,2,4,"Communication is fine, some delays",0.2023,3.25,0.574095,Moderate
79,2025-06,4,4,3,3,Standard benefits and compensation,0.3818,3.5,0.64477,Moderate
79,2025-07,3,4,3,4,Team dynamic is stable,0.5859,3.5,0.675385,Moderate
79,2025-08,3,2,3,2,Frequent reorganizations causing confusion,-0.296,2.5,0.3680999999999999,Low
79,2025-09,3,5,4,4,Great manager and clear goals,0.7717,4.0,0.7907549999999999,High
80,2023-10,3,2,4,5,Standard benefits and compensation,0.3818,3.5,0.64477,Moderate
80,2023-11,4,3,4,4,Hybrid schedule works most of the time,0.0,3.75,0.63125,Moderate
80,2023-12,3,3,4,4,Getting used to new systems,0.0,3.5,0.5875,Moderate
80,2024-01,1,5,4,4,Processes are okay but could be improved,0.6808,3.5,0.68962,Moderate
80,2024-02,3,3,2,3,Delivery delays and context switching,0.0,2.75,0.45624999999999993,Moderate
80,2024-03,3,4,3,3,Getting used to new systems,0.0,3.25,0.54375,Moderate
80,2024-04,5,4,2,5,"Collaborative culture, love the projects",0.6369,4.0,0.770535,High
80,2024-05,4,3,3,3,"Communication is fine, some delays",0.2023,3.25,0.574095,Moderate
80,2024-06,2,4,4,4,Processes are okay but could be improved,0.6808,3.5,0.68962,Moderate
80,2024-07,3,4,2,4,Workload is manageable most weeks,0.0,3.25,0.54375,Moderate
80,2024-08,3,4,5,3,Tools are adequate for my tasks,0.2263,3.75,0.665195,Moderate
80,2024-09,3,2,5,4,Some projects more interesting than others,0.4576,3.5,0.65614,Moderate
80,2024-10,3,5,4,3,Some projects more interesting than others,0.4576,3.75,0.6998899999999999,Moderate
80,2024-11,4,3,4,3,Hybrid schedule works most of the time,0.0,3.5,0.5875,Moderate
80,2024-12,3,3,4,4,"Communication is fine, some delays",0.2023,3.5,0.617845,Moderate
80,2025-01,5,4,3,2,Standard benefits and compensation,0.3818,3.5,0.64477,Moderate
80,2025-02,4,3,2,3,Standard benefits and compensation,0.3818,3.0,0.5572699999999999,Moderate
80,2025-03,2,3,4,3,Hybrid schedule works most of the time,0.0,3.0,0.5,Moderate
80,2025-04,3,4,3,4,"Communication is fine, some delays",0.2023,3.5,0.617845,Moderate
80,2025-05,2,5,2,3,Getting used to new systems,0.0,3.0,0.5,Moderate
80,2025-06,4,3,3,3,Team dynamic is stable,0.5859,3.25,0.631635,Moderate
80,2025-07,4,4,3,2,Getting used to new systems,0.0,3.25,0.54375,Moderate
80,2025-08,2,5,3,3,Getting used to new systems,0.0,3.25,0.54375,Moderate
80,2025-09,4,3,2,3,Tools are adequate for my tasks,0.2263,3.0,0.533945,Moderate
81,2023-10,3,3,3,3,Getting used to new systems,0.0,3.0,0.5,Moderate
81,2023-11,2,4,4,4,Workload is manageable most weeks,0.0,3.5,0.5875,Moderate
81,2023-12,3,5,5,3,Great manager and clear goals,0.7717,4.0,0.7907549999999999,High
81,2024-01,2,4,3,2,Unclear career progression path,-0.25,2.75,0.41874999999999996,Moderate
81,2024-02,3,4,4,4,Team dynamic is stable,0.5859,3.75,0.719135,High
81,2024-03,4,4,4,2,Getting used to new systems,0.0,3.5,0.5875,Moderate
81,2024-04,3,5,2,3,Hybrid schedule works most of the time,0.0,3.25,0.54375,Moderate
81,2024-05,2,3,5,4,Hybrid schedule works most of the time,0.0,3.5,0.5875,Moderate
81,2024-06,3,4,2,1,Struggling with work-life balance,-0.4215,2.5,0.34927499999999995,Low
81,2024-07,3,4,4,2,Standard benefits and compensation,0.3818,3.25,0.60102,Moderate
81,2024-08,4,4,3,4,Workload is manageable most weeks,0.0,3.75,0.63125,Moderate
81,2024-09,2,4,4,4,Workload is manageable most weeks,0.0,3.5,0.5875,Moderate
81,2024-10,4,3,3,5,Tools are adequate for my tasks,0.2263,3.75,0.665195,Moderate
81,2024-11,5,2,4,4,Getting used to new systems,0.0,3.75,0.63125,Moderate
81,2024-12,3,4,5,5,Manager provides regular feedback,0.0,4.25,0.71875,High
81,2025-01,3,3,2,3,Resource constraints affecting quality,0.0,2.75,0.45624999999999993,Moderate
81,2025-02,3,3,3,4,Tools are adequate for my tasks,0.2263,3.25,0.577695,Moderate
81,2025-03,4,5,2,3,Team dynamic is stable,0.5859,3.5,0.675385,Moderate
81,2025-04,4,4,4,2,Workload is manageable most weeks,0.0,3.5,0.5875,Moderate
81,2025-05,1,3,4,2,"Heavy workload, burnout risk",-0.2732,2.5,0.37151999999999996,Low
81,2025-06,3,4,5,4,Excellent work-life balance here,0.5719,4.0,0.7607849999999998,High
81,2025-07,3,5,4,3,"Communication is fine, some delays",0.2023,3.75,0.6615949999999999,Moderate
81,2025-08,3,3,5,3,Tools are adequate for my tasks,0.2263,3.5,0.621445,Moderate
81,2025-09,4,5,5,3,Strong leadership and transparent communication,0.5106,4.25,0.7953399999999999,High
82,2023-10,3,4,2,4,Some projects more interesting than others,0.4576,3.25,0.61239,Moderate
82,2023-11,3,5,5,2,Standard benefits and compensation,0.3818,3.75,0.6885199999999999,Moderate
82,2023-12,3,3,2,3,Too many meetings and unclear priorities,-0.25,2.75,0.41874999999999996,Moderate
82,2024-01,4,3,4,4,Some projects more interesting than others,0.4576,3.75,0.6998899999999999,Moderate
82,2024-02,2,4,3,5,Workload is manageable most weeks,0.0,3.5,0.5875,Moderate
82,2024-03,3,5,3,5,Manager provides regular feedback,0.0,4.0,0.6749999999999999,Moderate
82,2024-04,3,4,3,3,Team dynamic is stable,0.5859,3.25,0.631635,Moderate
82,2024-05,2,3,5,3,Hybrid schedule works most of the time,0.0,3.25,0.54375,Moderate
82,2024-06,3,2,3,3,Limited feedback from management,-0.2263,2.75,0.422305,Moderate
82,2024-07,2,3,3,3,Frequent reorganizations causing confusion,-0.296,2.75,0.41184999999999994,Moderate
82,2024-08,2,4,4,5,Tools are adequate for my tasks,0.2263,3.75,0.665195,Moderate
82,2024-09,3,4,4,5,Great manager and clear goals,0.7717,4.0,0.7907549999999999,High
82,2024-10,3,2,2,3,Unclear career progression path,-0.25,2.5,0.37499999999999994,Low
82,2024-11,5,4,4,3,Team celebrates wins together,0.8126,4.0,0.7968899999999999,High
82,2024-12,3,1,2,4,Resource constraints affecting quality,0.0,2.5,0.4125,Moderate
82,2025-01,3,3,3,4,Team dynamic is stable,0.5859,3.25,0.631635,Moderate
82,2025-02,3,5,2,3,Tools are adequate for my tasks,0.2263,3.25,0.577695,Moderate
82,2025-03,4,4,4,3,Processes are okay but could be improved,0.6808,3.75,0.73337,High
82,2025-04,5,5,3,2,"Communication is fine, some delays",0.2023,3.75,0.6615949999999999,Moderate
82,2025-05,4,4,3,3,Processes are okay but could be improved,0.6808,3.5,0.68962,Moderate
82,2025-06,3,5,4,2,Some projects more interesting than others,0.4576,3.5,0.65614,Moderate
82,2025-07,3,5,4,3,Standard benefits and compensation,0.3818,3.75,0.6885199999999999,Moderate
82,2025-08,2,4,2,4,Standard benefits and compensation,0.3818,3.0,0.5572699999999999,Moderate
82,2025-09,3,4,4,4,Team dynamic is stable,0.5859,3.75,0.719135,High
83,2023-10,2,3,4,2,Limited feedback from management,-0.2263,2.75,0.422305,Moderate
83,2023-11,3,5,3,4,"Communication is fine, some delays",0.2023,3.75,0.6615949999999999,Moderate
83,2023-12,4,5,4,3,"Collaborative culture, love the projects",0.6369,4.0,0.770535,High
83,2024-01,2,4,3,3,Team dynamic is stable,0.5859,3.0,0.587885,Moderate
83,2024-02,1,4,4,3,Some projects more interesting than others,0.4576,3.0,0.56864,Moderate
83,2024-03,4,4,3,3,Team dynamic is stable,0.5859,3.5,0.675385,Moderate
83,2024-04,3,5,2,3,Workload is manageable most weeks,0.0,3.25,0.54375,Moderate
83,2024-05,3,3,4,3,Workload is manageable most weeks,0.0,3.25,0.54375,Moderate
83,2024-06,3,3,4,3,Workload is manageable most weeks,0.0,3.25,0.54375,Moderate
83,2024-07,2,3,2,4,Poor recognition and slow decisions,-0.4767,2.75,0.38474499999999995,Low
83,2024-08,1,4,3,3,Limited feedback from management,-0.2263,2.75,0.422305,Moderate
83,2024-09,3,1,3,4,Resource constraints affecting quality,0.0,2.75,0.45624999999999993,Moderate
83,2024-10,2,4,4,4,Team dynamic is stable,0.5859,3.5,0.675385,Moderate
83,2024-11,3,2,2,1,Resource constraints affecting quality,0.0,2.0,0.32499999999999996,Low
83,2024-12,2,2,2,2,Poor recognition and slow decisions,-0.4767,2.0,0.25349499999999997,Low
83,2025-01,4,4,2,3,Team dynamic is stable,0.5859,3.25,0.631635,Moderate
83,2025-02,1,3,2,4,Poor recognition and slow decisions,-0.4767,2.5,0.34099499999999994,Low
83,2025-03,1,3,4,2,Limited feedback from management,-0.2263,2.5,0.378555,Low
83,2025-04,3,2,3,4,Standard benefits and compensation,0.3818,3.0,0.5572699999999999,Moderate
83,2025-05,3,3,3,2,Poor recognition and slow decisions,-0.4767,2.75,0.38474499999999995,Low
83,2025-06,3,3,3,2,Unclear career progression path,-0.25,2.75,0.41874999999999996,Moderate
83,2025-07,3,5,3,3,Tools are adequate for my tasks,0.2263,3.5,0.621445,Moderate
83,2025-08,3,4,4,5,Manager provides regular feedback,0.0,4.0,0.6749999999999999,Moderate
83,2025-09,5,5,3,3,Strong leadership and transparent communication,0.5106,4.0,0.75159,High
84,2023-10,4,3,2,3,Team dynamic is stable,0.5859,3.0,0.587885,Moderate
84,2023-11,4,4,3,3,Team dynamic is stable,0.5859,3.5,0.675385,Moderate
84,2023-12,4,2,4,4,Team dynamic is stable,0.5859,3.5,0.675385,Moderate
84,2024-01,3,3,3,5,Getting used to new systems,0.0,3.5,0.5875,Moderate
84,2024-02,2,5,1,3,Struggling with work-life balance,-0.4215,2.75,0.39302499999999996,Low
84,2024-03,2,2,2,3,Delivery delays and context switching,0.0,2.25,0.36875,Low
84,2024-04,3,2,3,4,Getting used to new systems,0.0,3.0,0.5,Moderate
84,2024-05,3,5,2,3,Workload is manageable most weeks,0.0,3.25,0.54375,Moderate
84,2024-06,3,2,3,3,Limited feedback from management,-0.2263,2.75,0.422305,Moderate
84,2024-07,3,3,3,2,Limited feedback from management,-0.2263,2.75,0.422305,Moderate
84,2024-08,4,4,2,2,Processes are okay but could be improved,0.6808,3.0,0.60212,Moderate
84,2024-09,3,4,3,4,Some projects more interesting than others,0.4576,3.5,0.65614,Moderate
84,2024-10,2,2,4,3,Struggling with work-life balance,-0.4215,2.75,0.39302499999999996,Low
84,2024-11,4,4,5,4,Recognized for my work recently,0.0,4.25,0.71875,High
84,2024-12,3,3,3,2,Too many meetings and unclear priorities,-0.25,2.75,0.41874999999999996,Moderate
84,2025-01,3,4,3,2,Getting used to new systems,0.0,3.0,0.5,Moderate
84,2025-02,3,4,3,5,Tools are adequate for my tasks,0.2263,3.75,0.665195,Moderate
84,2025-03,2,2,3,5,Hybrid schedule works most of the time,0.0,3.0,0.5,Moderate
84,2025-04,3,4,2,3,Workload is manageable most weeks,0.0,3.0,0.5,Moderate
84,2025-05,3,5,2,1,Struggling with work-life balance,-0.4215,2.75,0.39302499999999996,Low
84,2025-06,4,4,2,4,Getting used to new systems,0.0,3.5,0.5875,Moderate
84,2025-07,2,5,3,2,"Communication is fine, some delays",0.2023,3.0,0.530345,Moderate
84,2025-08,3,4,4,5,Team celebrates wins together,0.8126,4.0,0.7968899999999999,High
84,2025-09,3,2,2,4,Struggling with work-life balance,-0.4215,2.75,0.39302499999999996,Low
85,2023-10,2,3,3,3,Unclear career progression path,-0.25,2.75,0.41874999999999996,Moderate
85,2023-11,4,5,2,4,"Communication is fine, some delays",0.2023,3.75,0.6615949999999999,Moderate
85,2023-12,4,3,2,2,Lack of growth opportunities,0.4404,2.75,0.5223099999999999,Moderate
85,2024-01,2,3,3,3,Too many meetings and unclear priorities,-0.25,2.75,0.41874999999999996,Moderate
85,2024-02,4,4,5,4,Manager provides regular feedback,0.0,4.25,0.71875,High
85,2024-03,4,3,4,3,Processes are okay but could be improved,0.6808,3.5,0.68962,Moderate
85,2024-04,2,5,3,3,Hybrid schedule works most of the time,0.0,3.25,0.54375,Moderate
85,2024-05,4,5,2,4,Workload is manageable most weeks,0.0,3.75,0.63125,Moderate
85,2024-06,1,3,2,4,Resource constraints affecting quality,0.0,2.5,0.4125,Moderate
85,2024-07,5,4,2,3,Standard benefits and compensation,0.3818,3.5,0.64477,Moderate
85,2024-08,3,2,3,4,Some projects more interesting than others,0.4576,3.0,0.56864,Moderate
85,2024-09,3,4,3,3,"Communication is fine, some delays",0.2023,3.25,0.574095,Moderate
85,2024-10,3,3,3,2,Unclear career progression path,-0.25,2.75,0.41874999999999996,Moderate
85,2024-11,3,3,1,5,Hybrid schedule works most of the time,0.0,3.0,0.5,Moderate
85,2024-12,3,3,5,4,Some projects more interesting than others,0.4576,3.75,0.6998899999999999,Moderate
85,2025-01,3,2,3,5,Team dynamic is stable,0.5859,3.25,0.631635,Moderate
85,2025-02,3,3,1,4,Struggling with work-life balance,-0.4215,2.75,0.39302499999999996,Low
85,2025-03,3,1,3,3,Resource constraints affecting quality,0.0,2.5,0.4125,Moderate
85,2025-04,3,5,4,1,Workload is manageable most weeks,0.0,3.25,0.54375,Moderate
85,2025-05,2,3,3,4,"Communication is fine, some delays",0.2023,3.0,0.530345,Moderate
85,2025-06,3,2,4,4,Team dynamic is stable,0.5859,3.25,0.631635,Moderate
85,2025-07,3,2,2,5,Hybrid schedule works most of the time,0.0,3.0,0.5,Moderate
85,2025-08,4,5,2,3,Team dynamic is stable,0.5859,3.5,0.675385,Moderate
85,2025-09,3,4,1,2,Limited feedback from management,-0.2263,2.5,0.378555,Low
86,2023-10,5,3,3,4,Getting used to new systems,0.0,3.75,0.63125,Moderate
86,2023-11,4,3,3,1,Frequent reorganizations causing confusion,-0.296,2.75,0.41184999999999994,Moderate
86,2023-12,5,4,2,3,Some projects more interesting than others,0.4576,3.5,0.65614,Moderate
86,2024-01,5,2,2,2,Limited feedback from management,-0.2263,2.75,0.422305,Moderate
86,2024-02,5,4,2,2,"Communication is fine, some delays",0.2023,3.25,0.574095,Moderate
86,2024-03,5,4,4,2,Getting used to new systems,0.0,3.75,0.63125,Moderate
86,2024-04,3,4,3,3,Team dynamic is stable,0.5859,3.25,0.631635,Moderate
86,2024-05,4,4,3,4,Standard benefits and compensation,0.3818,3.75,0.6885199999999999,Moderate
86,2024-06,3,3,2,3,Frequent reorganizations causing confusion,-0.296,2.75,0.41184999999999994,Moderate
86,2024-07,2,4,4,4,Standard benefits and compensation,0.3818,3.5,0.64477,Moderate
86,2024-08,4,3,3,3,Tools are adequate for my tasks,0.2263,3.25,0.577695,Moderate
86,2024-09,3,3,2,1,Struggling with work-life balance,-0.4215,2.25,0.305525,Low
86,2024-10,5,5,3,3,Challenging work with great autonomy,0.6908,4.0,0.7786199999999999,High
86,2024-11,4,2,4,3,Hybrid schedule works most of the time,0.0,3.25,0.54375,Moderate
86,2024-12,4,3,3,5,Hybrid schedule works most of the time,0.0,3.75,0.63125,Moderate
86,2025-01,3,2,3,5,Tools are adequate for my tasks,0.2263,3.25,0.577695,Moderate
86,2025-02,4,4,4,4,Team celebrates wins together,0.8126,4.0,0.7968899999999999,High
86,2025-03,3,4,4,4,Tools are adequate for my tasks,0.2263,3.75,0.665195,Moderate
86,2025-04,3,3,3,3,Hybrid schedule works most of the time,0.0,3.0,0.5,Moderate
86,2025-05,3,3,2,4,Tools are adequate for my tasks,0.2263,3.0,0.533945,Moderate
86,2025-06,2,4,2,3,Delivery delays and context switching,0.0,2.75,0.45624999999999993,Moderate
86,2025-07,2,5,4,3,Hybrid schedule works most of the time,0.0,3.5,0.5875,Moderate
86,2025-08,3,2,3,4,Getting used to new systems,0.0,3.0,0.5,Moderate
86,2025-09,3,2,4,2,Limited feedback from management,-0.2263,2.75,0.422305,Moderate
87,2023-10,3,5,4,4,Challenging work with great autonomy,0.6908,4.0,0.7786199999999999,High
87,2023-11,2,2,4,4,Standard benefits and compensation,0.3818,3.0,0.5572699999999999,Moderate
87,2023-12,4,4,4,2,Team dynamic is stable,0.5859,3.5,0.675385,Moderate
87,2024-01,4,3,2,4,Tools are adequate for my tasks,0.2263,3.25,0.577695,Moderate
87,2024-02,3,5,3,3,Tools are adequate for my tasks,0.2263,3.5,0.621445,Moderate
87,2024-03,4,5,2,4,Processes are okay but could be improved,0.6808,3.75,0.73337,High
87,2024-04,1,3,3,1,Struggling with work-life balance,-0.4215,2.0,0.261775,Low
87,2024-05,5,4,4,3,Team celebrates wins together,0.8126,4.0,0.7968899999999999,High
87,2024-06,2,3,3,2,Unclear career progression path,-0.25,2.5,0.37499999999999994,Low
87,2024-07,2,2,3,4,Unclear career progression path,-0.25,2.75,0.41874999999999996,Moderate
87,2024-08,3,4,2,2,Limited feedback from management,-0.2263,2.75,0.422305,Moderate
87,2024-09,4,5,3,4,Good growth opportunities and training,0.7964,4.0,0.7944599999999999,High
